"","replicate","time","S","E","A","I1","I2","I3","R","D","obs"
"511","4",111,2513666.53259068,8225.62687460822,2146.42518094603,3594.06311903883,247.875676419669,48.1900418545117,4333.63513252186,22.1410663055456,12
"512","4",112,2510602.20262933,9518.6423843601,2485.10473085377,4161.16216823041,287.014341353462,55.7166999421365,4978.30445541555,24.7341072197601,19
"513","4",113,2507059.04379834,11012.2913888723,2876.76870407204,4816.98052773783,332.320700166857,64.4393951427516,5724.6365436842,27.732656831645,29
"514","4",114,2502963.72962344,12736.8163924799,3329.55242079784,5575.14031424914,384.753942134456,74.5453834702998,6588.52150257431,31.2010861588296,32
"515","4",115,2498232.21121679,14726.7161971845,3852.78798942351,6451.26759611682,445.418844645482,86.2508470496451,7588.28391350042,35.2138353246955,32
"516","4",116,2492768.32132983,17021.2414683629,4457.16251380898,7463.25730215936,515.586588264793,99.8052090715498,8745.03919979615,39.8569654228379,49
"517","4",117,2486462.25613492,19664.9112478005,5154.8909988189,8631.56274184552,596.718113805095,115.496038952171,10083.0964885854,45.2299406242966,35
"518","4",118,2479188.94650704,22708.0355088512,5959.90309555472,9979.50829923642,690.490175848596,133.654612654647,11630.4121198739,51.4476722242037,50
"519","4",119,2470806.33945895,26207.2237847107,6888.04157884115,11533.6217718997,798.824210295646,154.662189605796,13419.0976165916,58.6428586338461,55
"520","4",120,2461153.62975462,30225.8478627066,7957.26865862972,13323.9798272586,923.917980040954,178.957053987064,15485.9840791163,66.9686537229307,67
"521","4",121,2450049.49476785,34834.4147834674,9187.8751369406,15384.5582236278,1068.27997288712,207.042393703484,17873.2462548594,76.6017120626608,91
"522","4",122,2437290.41270989,40110.7945999694,10602.6834996685,17753.5718755351,1234.76627910566,239.495051775436,20629.0860077404,87.745651878291,76
"523","4",123,2422649.1796767,46140.2263803714,12227.2325072243,20473.7839399284,1426.61938301337,276.975154775046,23808.4713249941,100.634974124636,109
"524","4",124,2405873.77768805,53015.0017953821,14089.9275062918,23592.7575043986,1647.50802437734,320.236612244286,27473.924420551,115.539485075246,124
"525","4",125,2386686.79179209,60833.7047874217,16222.1340118319,27163.0122847598,1901.56688135431,370.138426245457,31696.3472181724,132.769265060692,140
"526","4",126,2364785.62957374,69699.8578844789,18658.1855928453,31242.0378292956,2193.43425143632,427.656683698147,36555.8652717238,152.680220460291,141
"527","4",127,2339843.85668737,79719.7969188845,21435.2699666081,35892.1027902362,2528.285186479,493.897022449342,42142.6621221747,175.680248152971,189
"528","4",128,2311514.02080717,90999.5759081781,24593.148239065,41179.7848082568,2911.85673019567,570.107245044792,48557.7652469288,202.23602859088,187
"529","4",129,2279432.3905896,103640.69067434,28173.6538185392,47175.1314728645,3350.46090063795,657.689611211075,55913.7311614392,232.880443898593,246
"530","4",130,2243226.07287381,117734.414806884,32219.9100571061,53950.3503087496,3850.97991876893,758.212163630384,64335.1612877671,268.220589457984,288
"531","4",131,2202522.97263356,133354.579005492,36775.2000727743,61577.9163592895,4420.83700435853,873.41822431187,73958.9626643732,308.946310138754,323
"532","4",132,2156965.00756295,150548.704040653,41881.4217154811,70127.9851176961,5067.93487145773,1005.23295126542,84934.2488298246,355.839143077527,332
"533","5",0,2533424,0,0,2,0,0,0,0,0
"534","5",1,2533422.97059272,0.931912414081418,0.0347728078618903,1.79694153066637,-0.0132691600001363,-0.00032128593421882,0.189214547517583,-5.53124093452283e-06,NA
"535","5",2,2533421.94879725,1.6898689882719,0.12290276943663,1.71736099279122,-0.0219736464482599,-0.00111107900657448,0.36991985818081,-3.99427206717037e-05,NA
"536","5",3,2533420.82719737,2.40230498487335,0.250189047848655,1.73302055561102,-0.0255574845643573,-0.00210363872693032,0.557834210831793,-0.000120014017143454,NA
"537","5",4,2533419.51887591,3.15606908542625,0.411610618490633,1.83163599722251,-0.0237212012526915,-0.00304022416547062,0.765835368627049,-0.000249366077758616,NA
"538","5",5,2533417.94253702,4.01735267684705,0.60803181326902,2.01128425100934,-0.016212428095011,-0.0036748386610228,1.00597246710122,-0.000418997332329981,NA
"539","5",6,2533416.01249227,5.04445774572859,0.844483101172357,2.27745850755786,-0.00269730555899254,-0.00377196810288025,1.29083177756844,-0.000607889362484277,NA
"540","5",7,2533413.63106444,6.29608770028791,1.12938119233337,2.64170480799638,0.0173262447720769,-0.00309978478905195,1.63458248580889,-0.000783375025086408,NA
"541","5",8,2533410.6819316,7.83730215231381,1.47433604033893,3.12124886728793,0.0445962449448721,-0.00142057480391103,2.05390004443351,-0.000901093113190836,NA
"542","5",9,2533407.02345619,9.74441638045468,1.89435580105351,3.73929579375774,0.0801494357755678,0.00152083960503264,2.56889549840078,-0.000904412136871387,NA
"543","5",10,2533402.48131107,12.109659599965,2.40835417385635,4.52584180704301,0.12538847456608,0.00601049126906419,3.20414386433106,-0.000723230018179872,NA
"544","5",11,2533396.83984184,15.0461411109001,3.03992515466396,5.5189386620867,0.182160446994582,0.0123806703815604,3.98988809266156,-0.000272054680391618,NA
"545","5",12,2533389.83163163,18.6935522130362,3.81838737263939,6.76641376821131,0.252852656209391,0.0210277993317387,4.96349196502977,0.000552746171598766,0
"546","5",13,2533381.12474636,23.2249603913939,4.78012331019834,8.32808776688069,0.340511131452453,0.0324334074831456,6.17121399689308,0.00187665042818457,0
"547","5",14,2533370.3069209,28.8551278767494,5.97027643715639,10.2785947423879,0.448989227465993,0.0471892207596316,7.67040471662852,0.00385185776903361,0
"548","5",15,2533356.866005,35.8507431361074,7.44486792843456,12.7109077569467,0.583132984727246,0.0660273660680764,9.53222177255225,0.00666352854808752,0
"549","5",16,2533340.16572047,44.5430663198714,9.27343359806556,15.7407379155443,0.749012414065061,0.0898571087913064,11.8449944376249,0.0105376854262595,0
"550","5",17,2533319.4155351,55.3436266464936,11.5423052409411,19.5120146012313,0.954210314969271,0.11980987550241,14.7184032450957,0.0157511587651695,0
"551","5",18,2533293.63322724,68.7637007644758,14.3586946898131,24.2037116806336,1.20818265919251,0.157294734655644,18.2886765939847,0.0226440491053925,0
"552","5",19,2533291.23861155,58.4751133783807,16.8998622321378,28.4377249599405,1.51414649561199,0.203965705800781,22.638903677028,0.0316341792868419,0
"553","5",20,2533288.53476711,50.3295993008211,18.4709297189617,31.0501090273433,1.84687498685817,0.260785359730766,27.56179038144,0.0432105444573697,0
"554","5",21,2533285.64759472,43.8251531449372,19.3294559031216,32.4717721116987,2.18234609426801,0.327413035039491,32.8359736047801,0.0578766485468252,0
"555","5",22,2533282.66933248,38.5811378218549,19.6688463191299,33.0262485135047,2.50441750371132,0.402642507849277,38.2981472041359,0.0760954341919707,0
"556","5",23,2533279.66695075,34.3087152357811,19.6340967925771,32.9560540664375,2.8026995393927,0.484790041485062,43.8286866568475,0.0982562871898852,0
"557","5",24,2533276.68849675,30.7884576291809,19.3337071958105,32.4426296953874,3.07096392945575,0.571962730789863,49.3407770940413,0.124658201074083,0
"558","5",25,2533273.76786097,27.8534878612981,18.8486467257218,31.6213486225134,3.3059634433468,0.662237885019505,54.7722380377823,0.155504208549343,0
"559","5",26,2533270.92838155,25.3766937462021,18.2391469126095,30.5928868381116,3.50655258978908,0.753779935243591,60.079334437082,0.190902997362873,0
"560","5",27,2533268.18555284,23.2610850356891,17.5498192872996,29.4317888370364,3.67303919665305,0.844911477899988,65.2321192566291,0.230875237309273,0
"561","5",28,2533265.54907301,21.4324713212787,16.8135360977939,28.1929626089386,3.80670506366825,0.934152884405903,70.210906471361,0.275362522463701,0
"562","5",29,2533263.02437302,19.833963161615,16.0543395786109,26.9165483962697,3.90945841781764,1.02023882181364,75.0036315789744,0.324237814151883,0
"563","5",30,2533260.61377291,18.4217853636802,15.2896524094144,25.6316176791119,3.9835798910087,1.10212030315514,79.6038502057524,0.377316217993256,1
"564","5",31,2533258.31734432,17.1621257876725,14.5319369116286,24.3589494046407,4.03154150572354,1.17895645448035,84.0092398894254,0.434365649934037,0
"565","5",32,2533256.13355834,16.0287434630136,13.7899503082327,23.1131301090044,4.055878148465,1.25010029844519,88.2204703058575,0.495116897040629,0
"566","5",33,2533254.05976857,15.0011602512285,13.0696897765767,21.9041348427973,4.05909861497126,1.3150809825725,92.2403562640949,0.559272876581678,0
"567","5",34,2533252.09257014,14.0632935022606,12.3751033044394,20.7385161450016,4.04362580119061,1.37358433236588,96.0732240019855,0.62651696624916,0
"568","5",35,2533250.22806678,13.2024173604837,11.7086262414143,19.6203013255159,4.01175787561002,1.4254331197819,99.7244360559652,0.69652033792931,0
"569","5",36,2533248.46206699,12.4083780469301,11.0715833392077,18.5516646658553,3.96564510496163,1.4705677751961,103.200038369831,0.768948323279775,1
"570","5",37,2533246.79022821,11.6729973349162,10.4644913316224,17.5334332090093,3.90727765105001,1.50902818206642,106.506497636294,0.843465834491168,1
"571","5",38,2533245.20816143,10.9896199048298,9.88728565175849,16.5654656340716,3.83848126436616,1.54093683566877,109.650507342352,0.919741910586679,1
"572","5",39,2533243.71150541,10.3527723125959,9.33948846342666,15.6469329644431,3.76091865626335,1.56648354052508,112.638846849593,0.997453450607239,1
"573","5",40,2533242.29598855,9.75789954478782,8.82034109933158,14.7765397713019,3.67609347525591,1.58591109728098,115.478260809599,1.07628834096792,1
"574","5",41,2533238.0863495,11.8016421487059,8.42541151677806,14.1142871472227,3.58624527031257,1.59951620297116,118.184350592357,1.1559475350035,2
"575","5",42,2533234.02192217,13.3445505352896,8.20575249718699,13.7456410297586,3.49623767749791,1.60773341804562,120.802022800602,1.23615006457757,0
"576","5",43,2533230.03285136,14.5403562562652,8.10932491553958,13.5834484648506,3.40992251319989,1.61116358712812,123.370704562691,1.31664104701816,4
"577","5",44,2533226.06986879,15.4963758324121,8.09986258505244,13.5669695131036,3.32968729617939,1.61048909302612,125.918445624481,1.39719800362975,2
"578","5",45,2533222.09804993,16.2875518874163,8.15210153313343,13.6538886705061,3.25692474306654,1.60641118145888,128.465356035342,1.47763325096098,0
"579","5",46,2533218.09246997,16.9662227354163,8.24846054842499,13.8147563946694,3.19235717397559,1.59961113502351,131.025998730115,1.55779378042545,2
"580","5",47,2533214.03514477,17.5690019711508,8.37670363235075,14.0290748039365,3.13626294196957,1.59072704110455,133.611075030148,1.63755965903649,3
"581","5",48,2533209.91293396,18.1214939641578,8.52833773719326,14.2826145990337,3.08862965237885,1.58034179907868,136.228580666058,1.71684149950779,2
"582","5",49,2533205.71605211,18.6416417445875,8.69747518790557,14.5655100942636,3.0492613110645,1.56897769279442,138.884627193771,1.79557755873832,2
"583","5",50,2533201.43703989,19.14204005952,8.88004772492605,14.8709430385327,3.01785072473969,1.55709564151297,141.584010216477,1.87373066958098,1
"584","5",51,2533197.07004377,19.6315544815102,9.07325635206521,15.19422129639,2.99402874963429,1.54509719956806,144.330607809084,1.95128521495158,1
"585","5",52,2533192.61031542,20.1164463297236,9.27518911812377,15.5321387401726,2.97739716868757,1.53332822706952,147.127658013626,2.0282442443809,0
"586","5",53,2533188.05385659,20.6011701432178,9.48455017898712,15.8825214883678,2.96755084497928,1.52208336750773,149.977956195425,2.10462680203108,3
"587","5",54,2533183.39717998,21.0889103164267,9.70047750701398,16.2439225910016,2.96409140422801,1.51161100906959,152.883988551592,2.18046548370438,3
"588","5",55,2533178.63713508,21.5819713358717,9.92241036325883,16.6154000502489,2.96663630719663,1.50211817972063,155.848029767548,2.25580425278666,2
"589","5",56,2533173.77078922,22.0820438626065,10.1499989719018,16.9963655152307,2.97482404242167,1.49377533707805,158.872210260246,2.33069649243848,4
"590","5",57,2533168.79534301,22.590393321238,10.3830405406645,17.3864770992532,2.98831699239266,1.48672088568452,161.958564423688,2.40520328348362,1
"591","5",58,2533163.70807349,23.1079859743329,10.621436537565,17.7855677969903,3.00680249261375,1.48106533302162,165.109063535645,2.47939191659701,1
"592","5",59,2533158.50629128,23.6355835392694,10.8651606674375,18.193591823196,3.02999307347168,1.47689508063987,168.325640927657,2.55333458958453,7
"593","5",60,2533153.18731186,24.1738058159011,11.1142377287898,18.6105891753128,3.05762587180143,1.47427585064752,171.610209286725,2.62710728956708,2
"594","5",61,2533147.74843539,24.7231740281744,11.3687290321796,19.0366611875269,3.089461624437,1.47325574354107,174.964673190265,2.70078883924521,2
"595","5",62,2533142.18692688,25.2841472006031,11.6287215643491,19.4719523604601,3.12528348784274,1.47386798304125,178.390939278365,2.77446008023788,3
"596","5",63,2533133.43400805,28.6381556696268,11.9960170200158,20.0869226605584,3.16582098097373,1.47614425102482,181.90023375022,2.84820330664238,2
"597","5",64,2533124.34627903,31.6895454971665,12.5374935535705,20.9935547644135,3.21487348993196,1.48022207358304,185.536217573356,2.92210443608014,3
"598","5",65,2533114.8115178,34.5944796576466,13.215189169394,22.1282827782191,3.27571469085704,1.48639621336364,189.341037358602,2.99626039744139,2
"599","5",66,2533104.73954631,37.4609737736099,14.0051728136274,23.4510348965197,3.35054621219474,1.49505533524154,193.348939769601,3.07078544571449,0
"600","5",67,2533094.05381957,40.3652204161,14.8929587037292,24.937554952967,3.44089141118862,1.50663398637742,197.589305368551,3.14581457820326,0
"601","5",68,2533082.68578054,43.3624221139926,15.87047488652,26.5743264372652,3.54785571936981,1.52158403564867,202.088687570659,3.22150503448964,2
"602","5",69,2533070.57098595,46.4940992067722,16.9340303835397,28.3551685894777,3.67230152631263,1.54035827579948,206.872214685483,3.29803672330782,4
"603","5",70,2533057.64646175,49.7929412292597,18.0829790231793,30.2789990567842,3.81496368299065,1.56340223851917,211.964549872926,3.37561203085581,4
"604","5",71,2533043.84882563,53.2861158143741,19.3188216675094,32.3483306175344,3.97652789607841,1.5911509162435,217.390575447744,3.45445536777913,5
"605","5",72,2533029.1129703,56.9974400068935,20.6446326584917,34.568310792648,4.15768190604105,1.62402891743084,223.175875786891,3.5348126235973,1
"606","5",73,2533013.37106561,60.9488915210157,22.0646756153727,36.9460785152937,4.35915107179503,1.66245238605664,229.347105980209,3.61695069441592,1
"607","5",74,2532996.55178061,65.1616531219505,23.5841541610642,39.4903467319666,4.58172305990347,1.70683205109527,235.93228177335,3.70115713905584,7
"608","5",75,2532978.57966703,69.6568039558419,25.2090656010785,42.2111573922315,4.8262644144444,1.75757704125738,242.961011939998,3.78773999440879,1
"609","5",76,2532959.37460472,74.455846251226,26.9461050472344,45.1197209057811,5.09373358794635,1.81509891500362,250.464709006538,3.87702780080975,4
"610","5",77,2532938.85132469,79.5810580980583,28.8026206008245,48.2283410961593,5.38519018668185,1.87981576486642,258.476772280757,3.96936981896951,8
"611","5",78,2532916.91894023,85.0557768249035,30.7865931293698,51.5503813353522,5.70180300189319,1.9521563663904,267.032768873401,4.06513646360843,5
"612","5",79,2532893.48046804,90.904646154885,32.9066314553466,55.1002564850952,6.04485761440333,2.03256433168289,276.170619187516,4.16471994310175,6
"613","5",80,2532868.43237255,97.1537865444142,35.1719921319025,58.8934660081028,6.41576259673469,2.12150213802941,285.930774500258,4.26853510111377,4
